"user_id","average_day_between_orders","total_orders","total_items_purchased","reorder_ratio","cluster","segment"
29509,24.00,14,236,0.6017,1,The Loyalist
29510,20.00,17,261,0.4943,1,The Loyalist
29511,30.00,9,99,0.2929,0,Potential Churn
29512,5.00,27,169,0.6568,1,The Loyalist
29513,9.00,55,923,0.8061,1,The Loyalist
29514,30.00,5,46,0.1739,0,Potential Churn
29515,30.00,12,31,0.7097,0,Potential Churn
29516,22.00,7,67,0.5075,0,Potential Churn
29517,30.00,3,7,0.1429,0,Potential Churn
29518,17.00,4,92,0.1957,2,The Newcomer
29519,10.00,12,97,0.4948,2,The Newcomer
29520,30.00,9,59,0.2373,0,Potential Churn
29521,30.00,3,41,0.1707,0,Potential Churn
29522,30.00,12,122,0.4590,0,Potential Churn
29523,14.00,12,88,0.7159,1,The Loyalist
29524,4.00,7,57,0.5965,2,The Newcomer
29525,30.00,13,62,0.1774,0,Potential Churn
29526,8.00,4,46,0.3043,2,The Newcomer
29527,3.00,6,50,0.5000,2,The Newcomer
29528,21.00,3,43,0.3721,0,Potential Churn
29529,11.00,5,39,0.1795,2,The Newcomer
29530,8.00,40,392,0.6046,1,The Loyalist
29531,30.00,17,259,0.6062,1,The Loyalist
29532,6.00,24,40,0.8000,1,The Loyalist
29533,8.00,51,428,0.8178,1,The Loyalist
29534,16.00,8,126,0.3889,2,The Newcomer
29535,1.00,69,649,0.6903,1,The Loyalist
29536,7.00,55,99,0.7778,1,The Loyalist
29537,7.00,30,107,0.6916,1,The Loyalist
29538,30.00,3,17,0.0000,0,Potential Churn
29539,16.00,12,119,0.7311,1,The Loyalist
29540,30.00,7,14,0.2857,0,Potential Churn
29541,23.00,10,38,0.3947,0,Potential Churn
29542,4.00,3,33,0.2121,2,The Newcomer
29543,3.00,78,429,0.6900,1,The Loyalist
29544,24.00,8,48,0.4583,0,Potential Churn
29545,21.00,25,407,0.7764,1,The Loyalist
29546,12.00,22,198,0.5808,1,The Loyalist
29547,1.00,3,24,0.0417,2,The Newcomer
29548,11.00,36,837,0.7730,1,The Loyalist
29549,30.00,3,91,0.2198,0,Potential Churn
29550,30.00,4,62,0.3548,0,Potential Churn
29551,6.00,9,149,0.2550,2,The Newcomer
29552,12.00,16,308,0.5000,1,The Loyalist
29553,6.00,4,37,0.3514,2,The Newcomer
29554,30.00,4,7,0.4286,0,Potential Churn
29555,20.00,10,155,0.3677,0,Potential Churn
29556,15.00,26,406,0.6305,1,The Loyalist
29557,30.00,4,26,0.2692,0,Potential Churn
29558,9.00,48,1053,0.7996,1,The Loyalist
29559,14.00,22,339,0.6726,1,The Loyalist
29560,30.00,4,29,0.3448,0,Potential Churn
29561,7.00,39,619,0.7011,1,The Loyalist
29562,7.00,3,31,0.0968,2,The Newcomer
29563,30.00,8,30,0.2333,0,Potential Churn
29564,30.00,5,96,0.1250,0,Potential Churn
29565,5.00,11,135,0.4074,2,The Newcomer
29566,12.00,4,38,0.0526,2,The Newcomer
29567,30.00,6,83,0.4940,0,Potential Churn
29568,17.00,50,224,0.8304,1,The Loyalist
29569,27.00,38,914,0.7702,1,The Loyalist
29570,5.00,27,285,0.6035,1,The Loyalist
29571,19.00,15,181,0.5193,1,The Loyalist
29572,8.00,6,33,0.3636,2,The Newcomer
29573,5.00,46,608,0.7763,1,The Loyalist
29574,20.00,23,145,0.5379,1,The Loyalist
29575,30.00,4,22,0.1818,0,Potential Churn
29576,30.00,18,181,0.5028,0,Potential Churn
29577,30.00,5,26,0.1154,0,Potential Churn
29578,30.00,4,58,0.2069,0,Potential Churn
29579,17.00,9,176,0.6534,1,The Loyalist
29580,30.00,4,39,0.3077,0,Potential Churn
29581,2.00,56,415,0.6964,1,The Loyalist
29582,6.00,12,240,0.4125,1,The Loyalist
29583,14.00,27,562,0.6335,1,The Loyalist
29584,30.00,17,28,0.3214,0,Potential Churn
29585,8.00,10,23,0.5652,2,The Newcomer
29586,4.00,4,56,0.4643,2,The Newcomer
29587,11.00,6,51,0.4118,2,The Newcomer
29588,6.00,48,136,0.7868,1,The Loyalist
29589,21.00,11,108,0.6296,1,The Loyalist
29590,10.00,9,147,0.4082,2,The Newcomer
29591,12.00,23,39,0.5641,1,The Loyalist
29592,11.00,4,54,0.4259,2,The Newcomer
29593,26.00,6,149,0.3758,0,Potential Churn
29594,7.00,7,85,0.4706,2,The Newcomer
29595,30.00,7,218,0.5321,0,Potential Churn
29596,12.00,11,101,0.3564,2,The Newcomer
29597,21.00,8,80,0.5375,0,Potential Churn
29598,5.00,5,28,0.2143,2,The Newcomer
29599,30.00,4,21,0.2857,0,Potential Churn
29600,30.00,7,69,0.2464,0,Potential Churn
29601,4.00,7,53,0.2642,2,The Newcomer
29602,7.00,44,540,0.7648,1,The Loyalist
29603,17.00,10,25,0.7200,2,The Newcomer
29604,30.00,11,122,0.3934,0,Potential Churn
29605,30.00,9,19,0.3158,0,Potential Churn
29606,8.00,9,57,0.6491,2,The Newcomer
29607,7.00,5,60,0.2167,2,The Newcomer
29608,10.00,3,33,0.1818,2,The Newcomer
29609,30.00,13,135,0.4519,0,Potential Churn
29610,3.00,7,73,0.1781,2,The Newcomer
29611,0.00,52,355,0.7944,1,The Loyalist
29612,14.00,39,550,0.8582,1,The Loyalist
29613,17.00,3,15,0.4667,2,The Newcomer
29614,30.00,3,29,0.0690,0,Potential Churn
29615,1.00,33,274,0.7920,1,The Loyalist
29616,1.00,29,415,0.5446,1,The Loyalist
29617,6.00,9,128,0.2266,2,The Newcomer
29618,4.00,26,236,0.4110,1,The Loyalist
29619,30.00,5,24,0.3333,0,Potential Churn
29620,15.00,10,76,0.2895,2,The Newcomer
29621,0.00,99,964,0.8195,1,The Loyalist
29622,6.00,7,138,0.3478,2,The Newcomer
29623,0.00,99,513,0.8051,1,The Loyalist
29624,7.00,20,385,0.5922,1,The Loyalist
29625,4.00,11,77,0.5584,2,The Newcomer
29626,28.00,17,185,0.5459,1,The Loyalist
29627,13.00,3,46,0.2391,2,The Newcomer
29628,0.00,6,21,0.3810,2,The Newcomer
29629,8.00,5,50,0.1400,2,The Newcomer
29630,27.00,4,50,0.1600,0,Potential Churn
29631,16.00,9,164,0.3902,2,The Newcomer
29632,10.00,18,39,0.7179,1,The Loyalist
29633,9.00,7,27,0.2222,2,The Newcomer
29634,8.00,9,270,0.3741,2,The Newcomer
29635,14.00,14,139,0.6619,1,The Loyalist
29636,30.00,6,56,0.2679,0,Potential Churn
29637,6.00,17,368,0.5951,1,The Loyalist
29638,19.00,14,45,0.1556,0,Potential Churn
29639,30.00,5,17,0.1176,0,Potential Churn
29640,16.00,4,36,0.3056,2,The Newcomer
29641,5.00,12,88,0.5114,2,The Newcomer
29642,30.00,9,33,0.5758,0,Potential Churn
29643,30.00,4,11,0.3636,0,Potential Churn
29644,14.00,16,42,0.7857,1,The Loyalist
29645,16.00,17,152,0.4079,1,The Loyalist
29646,30.00,4,53,0.3019,0,Potential Churn
29647,30.00,23,223,0.6816,1,The Loyalist
29648,7.00,10,198,0.4848,1,The Loyalist
29649,29.00,5,44,0.2273,0,Potential Churn
29650,21.00,21,252,0.7698,1,The Loyalist
29651,8.00,39,108,0.6389,1,The Loyalist
29652,6.00,49,576,0.7500,1,The Loyalist
29653,7.00,27,49,0.6939,1,The Loyalist
29654,11.00,6,50,0.2400,2,The Newcomer
29655,0.00,3,43,0.4884,2,The Newcomer
29656,7.00,23,343,0.7172,1,The Loyalist
29657,12.00,30,102,0.5490,1,The Loyalist
29658,29.00,4,23,0.3478,0,Potential Churn
29659,7.00,38,451,0.7827,1,The Loyalist
29660,12.00,23,244,0.6352,1,The Loyalist
29661,3.00,25,60,0.5833,1,The Loyalist
29662,2.00,4,42,0.1429,2,The Newcomer
29663,15.00,12,95,0.3684,2,The Newcomer
29664,4.00,25,423,0.6856,1,The Loyalist
29665,2.00,44,722,0.7729,1,The Loyalist
29666,3.00,13,98,0.7245,1,The Loyalist
29667,30.00,4,39,0.2308,0,Potential Churn
29668,30.00,25,161,0.4907,1,The Loyalist
29669,18.00,19,146,0.3425,1,The Loyalist
29670,9.00,4,28,0.1071,2,The Newcomer
29671,4.00,11,225,0.2533,2,The Newcomer
29672,11.00,77,615,0.7317,1,The Loyalist
29673,9.00,4,42,0.3810,2,The Newcomer
29674,30.00,5,58,0.2759,0,Potential Churn
29675,5.00,16,186,0.4194,1,The Loyalist
29676,29.00,5,91,0.1758,0,Potential Churn
29677,30.00,11,119,0.4706,0,Potential Churn
29678,8.00,7,9,0.0000,2,The Newcomer
29679,8.00,4,68,0.3235,2,The Newcomer
29680,30.00,13,78,0.3974,0,Potential Churn
29681,2.00,3,36,0.1667,2,The Newcomer
29682,5.00,11,101,0.2574,2,The Newcomer
29683,8.00,3,85,0.2588,2,The Newcomer
29684,30.00,6,60,0.4000,0,Potential Churn
29685,11.00,11,154,0.3247,2,The Newcomer
29686,3.00,24,261,0.5594,1,The Loyalist
29687,4.00,24,149,0.6040,1,The Loyalist
29688,21.00,6,50,0.4600,0,Potential Churn
29689,27.00,19,166,0.5241,1,The Loyalist
29690,8.00,3,49,0.1224,2,The Newcomer
29691,30.00,10,70,0.6571,0,Potential Churn
29692,30.00,6,94,0.1702,0,Potential Churn
29693,3.00,12,50,0.4800,2,The Newcomer
29694,2.00,6,95,0.4000,2,The Newcomer
29695,2.00,29,532,0.7763,1,The Loyalist
29696,0.00,13,159,0.5409,1,The Loyalist
29697,10.00,10,41,0.5854,2,The Newcomer
29698,13.00,5,45,0.2667,2,The Newcomer
29699,5.00,16,107,0.4112,2,The Newcomer
29700,9.00,9,93,0.3871,2,The Newcomer
29701,30.00,3,40,0.1000,0,Potential Churn
29702,30.00,7,51,0.4118,0,Potential Churn
29703,27.00,9,79,0.1899,0,Potential Churn
29704,13.00,3,20,0.2500,2,The Newcomer
29705,11.00,10,102,0.5098,2,The Newcomer
29706,8.00,3,29,0.0345,2,The Newcomer
29707,22.00,4,7,0.1429,0,Potential Churn
29708,30.00,7,31,0.3871,0,Potential Churn
29709,23.00,13,84,0.5238,0,Potential Churn
29710,14.00,5,79,0.5443,2,The Newcomer
29711,30.00,36,180,0.6944,1,The Loyalist
29712,21.00,5,26,0.5000,0,Potential Churn
29713,4.00,49,440,0.7341,1,The Loyalist
29714,10.00,4,54,0.2037,2,The Newcomer
29715,30.00,13,135,0.5630,0,Potential Churn
29716,5.00,4,24,0.1667,2,The Newcomer
29717,6.00,16,327,0.4679,1,The Loyalist
29718,30.00,3,19,0.0526,0,Potential Churn
29719,28.00,3,23,0.0435,0,Potential Churn
29720,26.00,10,85,0.2000,0,Potential Churn
29721,30.00,21,339,0.3569,0,Potential Churn
29722,7.00,4,43,0.1860,2,The Newcomer
29723,2.00,51,167,0.6048,1,The Loyalist
29724,7.00,28,68,0.9118,1,The Loyalist
29725,30.00,6,27,0.1481,0,Potential Churn
29726,19.00,7,71,0.5915,0,Potential Churn
29727,11.00,45,132,0.6591,1,The Loyalist
29728,3.00,3,9,0.1111,2,The Newcomer
29729,11.00,13,166,0.5783,1,The Loyalist
29730,7.00,12,88,0.5568,2,The Newcomer
29731,15.00,19,251,0.6853,1,The Loyalist
29732,30.00,3,79,0.2532,0,Potential Churn
29733,10.00,24,209,0.5215,1,The Loyalist
29734,8.00,4,82,0.5000,2,The Newcomer
29735,12.00,19,208,0.7740,1,The Loyalist
29736,2.00,6,31,0.2258,2,The Newcomer
29737,20.00,9,270,0.5704,1,The Loyalist
29738,3.00,35,821,0.7808,1,The Loyalist
29739,10.00,3,14,0.1429,2,The Newcomer
29740,6.00,9,102,0.4510,2,The Newcomer
29741,6.00,45,693,0.5960,1,The Loyalist
29742,30.00,5,15,0.2667,0,Potential Churn
29743,10.00,3,38,0.0263,2,The Newcomer
29744,0.00,3,3,0.3333,2,The Newcomer
29745,30.00,3,16,0.4375,0,Potential Churn
29746,2.00,17,36,0.5278,2,The Newcomer
29747,5.00,6,94,0.3085,2,The Newcomer
29748,4.00,24,102,0.7941,1,The Loyalist
29749,30.00,17,224,0.5938,1,The Loyalist
29750,7.00,5,32,0.1563,2,The Newcomer
29751,4.00,6,20,0.4000,2,The Newcomer
29752,17.00,3,74,0.2162,2,The Newcomer
29753,30.00,8,129,0.5581,0,Potential Churn
29754,22.00,4,15,0.6000,0,Potential Churn
29755,21.00,8,120,0.4750,0,Potential Churn
29756,30.00,3,22,0.0455,0,Potential Churn
29757,15.00,3,33,0.2121,2,The Newcomer
29758,7.00,37,430,0.4581,1,The Loyalist
29759,6.00,18,126,0.4286,1,The Loyalist
29760,17.00,5,42,0.1905,2,The Newcomer
29761,6.00,10,39,0.3077,2,The Newcomer
29762,30.00,4,115,0.2870,0,Potential Churn
29763,10.00,34,177,0.6045,1,The Loyalist
29764,15.00,16,250,0.6800,1,The Loyalist
29765,30.00,5,38,0.1316,0,Potential Churn
29766,22.00,3,15,0.3333,0,Potential Churn
29767,9.00,18,52,0.5769,1,The Loyalist
29768,2.00,41,432,0.6181,1,The Loyalist
29769,30.00,3,24,0.1250,0,Potential Churn
29770,12.00,6,66,0.0606,2,The Newcomer
29771,30.00,4,41,0.3415,0,Potential Churn
29772,30.00,6,75,0.1867,0,Potential Churn
29773,30.00,6,11,0.1818,0,Potential Churn
29774,10.00,55,571,0.7811,1,The Loyalist
29775,30.00,47,610,0.7639,1,The Loyalist
29776,28.00,4,47,0.2128,0,Potential Churn
29777,7.00,4,49,0.5306,2,The Newcomer
29778,7.00,12,152,0.4211,2,The Newcomer
29779,3.00,7,56,0.1250,2,The Newcomer
29780,8.00,16,385,0.7429,1,The Loyalist
29781,20.00,23,45,0.8667,1,The Loyalist
29782,26.00,3,21,0.0952,0,Potential Churn
29783,28.00,3,51,0.2941,0,Potential Churn
29784,3.00,8,75,0.3600,2,The Newcomer
29785,11.00,34,198,0.7071,1,The Loyalist
29786,3.00,3,51,0.1961,2,The Newcomer
29787,30.00,6,29,0.1379,0,Potential Churn
29788,30.00,15,160,0.3313,0,Potential Churn
29789,30.00,7,22,0.3636,0,Potential Churn
29790,4.00,9,64,0.5938,2,The Newcomer
29791,6.00,13,99,0.3737,2,The Newcomer
29792,30.00,6,55,0.2182,0,Potential Churn
29793,3.00,8,75,0.0800,2,The Newcomer
29794,30.00,3,28,0.1071,0,Potential Churn
29795,30.00,6,35,0.0857,0,Potential Churn
29796,1.00,5,13,0.6923,2,The Newcomer
29797,30.00,8,27,0.5185,0,Potential Churn
29798,29.00,7,15,0.4000,0,Potential Churn
29799,9.00,4,49,0.3061,2,The Newcomer
29800,30.00,7,39,0.4359,0,Potential Churn
29801,11.00,10,200,0.6000,1,The Loyalist
29802,7.00,6,23,0.3913,2,The Newcomer
29803,21.00,53,275,0.5382,1,The Loyalist
29804,9.00,33,413,0.7022,1,The Loyalist
29805,29.00,12,79,0.5443,0,Potential Churn
29806,5.00,9,100,0.3400,2,The Newcomer
29807,5.00,10,46,0.2826,2,The Newcomer
29808,20.00,7,34,0.4118,0,Potential Churn
29809,11.00,11,110,0.4091,2,The Newcomer
29810,8.00,6,46,0.2609,2,The Newcomer
29811,30.00,5,33,0.1818,0,Potential Churn
29812,30.00,5,54,0.3889,0,Potential Churn
29813,14.00,15,53,0.3774,2,The Newcomer
29814,14.00,9,28,0.4643,2,The Newcomer
29815,30.00,22,123,0.7642,1,The Loyalist
29816,1.00,6,26,0.3077,2,The Newcomer
29817,7.00,31,386,0.7073,1,The Loyalist
29818,30.00,3,38,0.2632,0,Potential Churn
29819,30.00,11,112,0.4464,0,Potential Churn
29820,2.00,3,19,0.0526,2,The Newcomer
29821,30.00,10,130,0.5231,0,Potential Churn
29822,28.00,6,74,0.2568,0,Potential Churn
29823,25.00,3,14,0.2143,0,Potential Churn
29824,30.00,3,65,0.2615,0,Potential Churn
29825,21.00,20,287,0.5296,1,The Loyalist
29826,30.00,8,121,0.5950,0,Potential Churn
29827,8.00,14,126,0.4286,2,The Newcomer
29828,30.00,29,202,0.7426,1,The Loyalist
29829,9.00,10,91,0.2747,2,The Newcomer
29830,16.00,17,299,0.5017,1,The Loyalist
29831,30.00,11,36,0.3889,0,Potential Churn
29832,30.00,6,20,0.5500,0,Potential Churn
29833,13.00,3,24,0.0417,2,The Newcomer
29834,11.00,5,85,0.1647,2,The Newcomer
29835,5.00,3,23,0.0435,2,The Newcomer
29836,30.00,5,46,0.2174,0,Potential Churn
29837,7.00,7,43,0.6977,2,The Newcomer
29838,16.00,16,85,0.6353,1,The Loyalist
29839,7.00,4,44,0.1364,2,The Newcomer
29840,9.00,36,368,0.4538,1,The Loyalist
29841,4.00,25,399,0.6190,1,The Loyalist
29842,19.00,23,540,0.6963,1,The Loyalist
29843,3.00,61,691,0.8177,1,The Loyalist
29844,6.00,4,97,0.0722,2,The Newcomer
29845,6.00,56,620,0.7694,1,The Loyalist
29846,11.00,4,73,0.4247,2,The Newcomer
29847,19.00,7,131,0.5878,0,Potential Churn
29848,30.00,5,66,0.1818,0,Potential Churn
29849,3.00,33,357,0.5014,1,The Loyalist
29850,20.00,21,290,0.6207,1,The Loyalist
29851,21.00,5,43,0.4186,0,Potential Churn
29852,6.00,3,16,0.3125,2,The Newcomer
29853,30.00,5,39,0.2821,0,Potential Churn
29854,30.00,3,17,0.0000,0,Potential Churn
29855,6.00,21,156,0.6859,1,The Loyalist
29856,30.00,4,4,0.0000,0,Potential Churn
29857,23.00,3,45,0.2000,0,Potential Churn
29858,6.00,23,187,0.5134,1,The Loyalist
29859,23.00,12,83,0.2892,0,Potential Churn
29860,0.00,21,23,0.8696,1,The Loyalist
29861,30.00,17,156,0.4872,0,Potential Churn
29862,14.00,27,51,0.6078,1,The Loyalist
29863,19.00,24,660,0.5470,1,The Loyalist
29864,30.00,4,47,0.0851,0,Potential Churn
29865,8.00,5,68,0.1471,2,The Newcomer
29866,30.00,4,12,0.2500,0,Potential Churn
29867,3.00,33,358,0.8017,1,The Loyalist
29868,3.00,18,184,0.5380,1,The Loyalist
29869,30.00,16,130,0.7077,1,The Loyalist
29870,30.00,11,55,0.5273,0,Potential Churn
29871,20.00,5,76,0.2237,0,Potential Churn
29872,5.00,12,122,0.5082,1,The Loyalist
29873,7.00,41,194,0.8918,1,The Loyalist
29874,6.00,76,523,0.8891,1,The Loyalist
29875,7.00,32,435,0.5540,1,The Loyalist
29876,12.00,27,218,0.6009,1,The Loyalist
29877,30.00,8,30,0.6667,0,Potential Churn
29878,23.00,45,353,0.7649,1,The Loyalist
29879,19.00,11,17,0.4118,0,Potential Churn
29880,11.00,21,228,0.4123,1,The Loyalist
29881,0.00,99,712,0.8090,1,The Loyalist
29882,15.00,18,378,0.7434,1,The Loyalist
29883,28.00,3,18,0.6667,0,Potential Churn
29884,7.00,18,115,0.4870,1,The Loyalist
29885,8.00,8,97,0.4536,2,The Newcomer
29886,30.00,6,76,0.3553,0,Potential Churn
29887,12.00,6,14,0.6429,2,The Newcomer
29888,5.00,16,181,0.3481,1,The Loyalist
29889,27.00,6,83,0.2651,0,Potential Churn
29890,16.00,5,16,0.4375,2,The Newcomer
29891,30.00,3,14,0.2857,0,Potential Churn
29892,11.00,4,17,0.1765,2,The Newcomer
29893,2.00,3,25,0.0800,2,The Newcomer
29894,17.00,31,449,0.6949,1,The Loyalist
29895,11.00,12,222,0.3829,1,The Loyalist
29896,11.00,23,93,0.6989,1,The Loyalist
29897,17.00,7,29,0.1034,2,The Newcomer
29898,28.00,12,136,0.4412,0,Potential Churn
29899,28.00,6,80,0.3000,0,Potential Churn
29900,10.00,12,69,0.3333,2,The Newcomer
29901,7.00,10,160,0.4813,2,The Newcomer
29902,26.00,9,60,0.5333,0,Potential Churn
29903,30.00,15,74,0.6081,0,Potential Churn
29904,7.00,62,586,0.8242,1,The Loyalist
29905,30.00,5,107,0.2243,0,Potential Churn
29906,22.00,3,28,0.2143,0,Potential Churn
29907,25.00,21,153,0.6013,1,The Loyalist
29908,5.00,40,424,0.5330,1,The Loyalist
29909,15.00,20,235,0.5574,1,The Loyalist
29910,30.00,7,59,0.3729,0,Potential Churn
29911,18.00,5,57,0.4912,2,The Newcomer
29912,28.00,5,84,0.3333,0,Potential Churn
29913,6.00,20,120,0.6833,1,The Loyalist
29914,13.00,14,86,0.3605,2,The Newcomer
29915,7.00,13,127,0.2520,2,The Newcomer
29916,7.00,7,93,0.4516,2,The Newcomer
29917,30.00,24,75,0.6667,1,The Loyalist
29918,30.00,4,8,0.3750,0,Potential Churn
29919,30.00,4,36,0.4167,0,Potential Churn
29920,4.00,58,551,0.5390,1,The Loyalist
29921,0.00,20,224,0.2054,2,The Newcomer
29922,13.00,13,33,0.5758,2,The Newcomer
29923,7.00,5,37,0.3243,2,The Newcomer
29924,30.00,3,32,0.2813,0,Potential Churn
29925,7.00,27,381,0.7034,1,The Loyalist
29926,7.00,34,615,0.7659,1,The Loyalist
29927,28.00,5,39,0.0513,0,Potential Churn
29928,5.00,34,216,0.7963,1,The Loyalist
29929,30.00,3,41,0.3902,0,Potential Churn
29930,14.00,6,89,0.4382,2,The Newcomer
29931,24.00,17,103,0.6019,1,The Loyalist
29932,8.00,63,751,0.7297,1,The Loyalist
29933,13.00,94,999,0.6236,1,The Loyalist
29934,12.00,4,52,0.1346,2,The Newcomer
29935,14.00,10,96,0.3750,2,The Newcomer
29936,9.00,30,174,0.4368,1,The Loyalist
29937,7.00,3,17,0.2941,2,The Newcomer
29938,18.00,3,17,0.2353,2,The Newcomer
29939,9.00,15,172,0.4884,1,The Loyalist
29940,7.00,3,35,0.0857,2,The Newcomer
29941,17.00,7,114,0.3421,2,The Newcomer
29942,30.00,4,10,0.5000,0,Potential Churn
29943,21.00,40,373,0.7909,1,The Loyalist
29944,24.00,5,60,0.1333,0,Potential Churn
29945,7.00,25,238,0.5840,1,The Loyalist
29946,30.00,4,33,0.2121,0,Potential Churn
29947,15.00,4,31,0.3226,2,The Newcomer
29948,30.00,3,3,0.3333,0,Potential Churn
29949,11.00,8,73,0.3288,2,The Newcomer
29950,8.00,6,38,0.1053,2,The Newcomer
29951,21.00,4,41,0.1707,0,Potential Churn
29952,26.00,61,630,0.5286,1,The Loyalist
29953,11.00,6,115,0.4348,2,The Newcomer
29954,1.00,11,128,0.3047,2,The Newcomer
29955,8.00,35,159,0.6855,1,The Loyalist
29956,22.00,24,192,0.6042,1,The Loyalist
29957,6.00,4,95,0.4632,2,The Newcomer
29958,19.00,18,149,0.5503,1,The Loyalist
29959,5.00,57,262,0.7481,1,The Loyalist
29960,8.00,25,187,0.6578,1,The Loyalist
29961,14.00,37,480,0.6167,1,The Loyalist
29962,30.00,10,85,0.3647,0,Potential Churn
29963,6.00,25,484,0.5475,1,The Loyalist
29964,7.00,43,515,0.5786,1,The Loyalist
29965,5.00,7,35,0.2571,2,The Newcomer
29966,6.00,35,342,0.5994,1,The Loyalist
29967,30.00,14,70,0.3429,0,Potential Churn
29968,4.00,19,236,0.2839,1,The Loyalist
29969,8.00,34,332,0.7078,1,The Loyalist
29970,7.00,21,179,0.5754,1,The Loyalist
29971,6.00,55,1334,0.8621,1,The Loyalist
29972,30.00,6,110,0.1364,0,Potential Churn
29973,30.00,8,74,0.3243,0,Potential Churn
29974,16.00,24,72,0.2083,2,The Newcomer
29975,7.00,7,10,0.5000,2,The Newcomer
29976,12.00,51,252,0.5119,1,The Loyalist
29977,26.00,4,25,0.2400,0,Potential Churn
29978,30.00,3,7,0.4286,0,Potential Churn
29979,7.00,53,1034,0.8781,1,The Loyalist
29980,30.00,15,172,0.3314,0,Potential Churn
29981,1.00,3,21,0.0952,2,The Newcomer
29982,3.00,10,103,0.3204,2,The Newcomer
29983,29.00,16,339,0.6431,1,The Loyalist
29984,13.00,5,44,0.0682,2,The Newcomer
29985,14.00,11,89,0.6404,1,The Loyalist
29986,25.00,15,80,0.6875,1,The Loyalist
29987,5.00,40,607,0.8056,1,The Loyalist
29988,30.00,5,41,0.1220,0,Potential Churn
29989,15.00,16,265,0.6075,1,The Loyalist
29990,5.00,4,34,0.2059,2,The Newcomer
29991,7.00,16,60,0.4833,2,The Newcomer
29992,28.00,3,29,0.1034,0,Potential Churn
29993,30.00,15,99,0.5556,0,Potential Churn
29994,15.00,11,185,0.3892,2,The Newcomer
29995,7.00,39,233,0.7854,1,The Loyalist
29996,17.00,4,4,0.7500,2,The Newcomer
29997,24.00,13,84,0.6667,1,The Loyalist
29998,11.00,38,283,0.6890,1,The Loyalist
29999,30.00,21,333,0.3514,0,Potential Churn
30000,30.00,8,281,0.4626,0,Potential Churn
30001,30.00,14,226,0.7655,1,The Loyalist
30002,7.00,3,54,0.2593,2,The Newcomer
30003,7.00,36,267,0.6667,1,The Loyalist
30004,19.00,20,182,0.4341,1,The Loyalist
30005,30.00,11,33,0.3030,0,Potential Churn
30006,10.00,4,49,0.0816,2,The Newcomer
30007,5.00,13,154,0.4286,2,The Newcomer
30008,25.00,3,45,0.2000,0,Potential Churn
30009,2.00,16,145,0.4483,1,The Loyalist
30010,30.00,4,9,0.4444,0,Potential Churn
30011,16.00,9,60,0.5500,2,The Newcomer
30012,30.00,7,136,0.1838,0,Potential Churn
30013,18.00,25,41,0.8049,1,The Loyalist
30014,7.00,4,14,0.4286,2,The Newcomer
30015,30.00,16,41,0.0488,0,Potential Churn
30016,12.00,17,212,0.5802,1,The Loyalist
30017,30.00,7,39,0.3590,0,Potential Churn
30018,9.00,3,24,0.2917,2,The Newcomer
30019,5.00,9,34,0.5294,2,The Newcomer
30020,2.00,48,171,0.9357,1,The Loyalist
30021,5.00,10,51,0.3333,2,The Newcomer
30022,30.00,4,72,0.4306,0,Potential Churn
30023,2.00,34,340,0.5824,1,The Loyalist
30024,4.00,82,955,0.6932,1,The Loyalist
30025,30.00,9,92,0.3152,0,Potential Churn
30026,9.00,4,66,0.3788,2,The Newcomer
30027,12.00,3,42,0.4524,2,The Newcomer
30028,25.00,13,155,0.6452,1,The Loyalist
30029,7.00,3,44,0.0909,2,The Newcomer
30030,3.00,50,620,0.5468,1,The Loyalist
30031,30.00,3,9,0.3333,0,Potential Churn
30032,30.00,5,20,0.7000,0,Potential Churn
30033,16.00,8,67,0.3433,2,The Newcomer
30034,0.00,10,258,0.6512,1,The Loyalist
30035,12.00,51,365,0.7123,1,The Loyalist
30036,30.00,24,139,0.5540,1,The Loyalist
30037,17.00,24,699,0.7010,1,The Loyalist
30038,30.00,7,100,0.5300,0,Potential Churn
30039,21.00,3,15,0.2000,0,Potential Churn
30040,9.00,33,278,0.5540,1,The Loyalist
30041,6.00,22,683,0.5769,1,The Loyalist
30042,3.00,61,826,0.7070,1,The Loyalist
30043,7.00,5,83,0.2289,2,The Newcomer
30044,16.00,5,66,0.2879,2,The Newcomer
30045,6.00,10,116,0.6466,1,The Loyalist
30046,30.00,6,56,0.1964,0,Potential Churn
30047,9.00,37,396,0.8131,1,The Loyalist
30048,30.00,67,679,0.5287,1,The Loyalist
30049,30.00,5,76,0.2895,0,Potential Churn
30050,8.00,37,366,0.5902,1,The Loyalist
30051,6.00,12,151,0.4040,2,The Newcomer
30052,16.00,9,68,0.4853,2,The Newcomer
30053,30.00,48,120,0.8917,1,The Loyalist
30054,30.00,3,24,0.2500,0,Potential Churn
30055,21.00,20,151,0.4834,1,The Loyalist
30056,7.00,99,713,0.8036,1,The Loyalist
30057,5.00,6,9,0.2222,2,The Newcomer
30058,2.00,11,101,0.3366,2,The Newcomer
30059,3.00,11,208,0.4279,1,The Loyalist
30060,23.00,8,102,0.2451,0,Potential Churn
30061,30.00,11,290,0.6690,1,The Loyalist
30062,24.00,4,6,0.0000,0,Potential Churn
30063,25.00,14,36,0.2778,0,Potential Churn
30064,7.00,28,397,0.4660,1,The Loyalist
30065,13.00,9,160,0.5875,1,The Loyalist
30066,24.00,6,20,0.7000,0,Potential Churn
